Date,Open,High,Low,Close,Adj Close
2019-12-16,24.17,25.573999,24.166668,25.433332,25.433332
2019-12-17,25.266001,25.700001,25.059999,25.266001,25.266001
2019-12-18,25.375334,26.348,25.372,26.209999,26.209999
2019-12-19,26.488001,27.123333,26.433332,26.936001,26.936001
2019-12-20,27.352667,27.533333,26.679333,27.039333,27.039333
2019-12-23,27.452,28.134001,27.333332,27.948,27.948
2019-12-24,27.890667,28.364668,27.512667,28.35,28.35
2019-12-26,28.527332,28.898666,28.423332,28.729334,28.729334
2019-12-27,29,29.020666,28.407333,28.691999,28.691999
2019-12-30,28.586,28.6,27.284,27.646667,27.646667
2019-12-31,27,28.086,26.805332,27.888666,27.888666
2020-01-02,28.299999,28.713333,28.114,28.684,28.684
2020-01-03,29.366667,30.266666,29.128,29.534,29.534
2020-01-06,29.364668,30.104,29.333332,30.102667,30.102667
2020-01-07,30.76,31.441999,30.224001,31.270666,31.270666
2020-01-08,31.58,33.232666,31.215334,32.809334,32.809334
2020-01-09,33.139999,33.253334,31.524668,32.089333,32.089333
2020-01-10,32.119331,32.329334,31.58,31.876667,31.876667
2020-01-13,32.900002,35.042,32.799999,34.990665,34.990665
2020-01-14,36.284,36.493999,34.993332,35.861332,35.861332
2020-01-15,35.317333,35.855999,34.452667,34.566666,34.566666
2020-01-16,32.916668,34.297333,32.811333,34.232666,34.232666
2020-01-17,33.840668,34.377998,33.543999,34.033333,34.033333
2020-01-21,35.349998,36.571999,35.227333,36.48,36.48
2020-01-22,38.125999,39.633331,37.273335,37.970669,37.970669
2020-01-23,37.616669,38.799999,37.040001,38.146667,38.146667
2020-01-24,38.042,38.257332,36.950668,37.654667,37.654667
2020-01-27,36.132668,37.629333,35.952,37.201332,37.201332
2020-01-28,37.899334,38.453999,37.205334,37.793331,37.793331
2020-01-29,38.379333,39.32,37.828667,38.732666,38.732666
2020-01-30,42.161331,43.391998,41.200001,42.720669,42.720669
2020-01-31,42.666668,43.533333,42.167999,43.371334,43.371334
2020-02-03,44.912666,52.409332,44.901333,52,52
2020-02-04,58.863998,64.599335,55.591999,59.137333,59.137333
2020-02-05,54.883999,56.398666,46.940666,48.98,48.98
2020-02-06,46.661331,53.055332,45.799999,49.930668,49.930668
2020-02-07,48.703335,51.316666,48.666668,49.871334,49.871334
2020-02-10,53.333332,54.666,50.16,51.418667,51.418667
2020-02-11,51.252666,52.234001,50.533333,51.625332,51.625332
2020-02-12,51.858002,52.650002,50.891335,51.152668,51.152668
2020-02-13,49.456001,54.533333,49,53.599998,53.599998
2020-02-14,52.481335,54.198002,52.366669,53.335335,53.335335
2020-02-18,56.106667,57.333332,55.490665,57.226665,57.226665
2020-02-19,61.566666,62.985332,60.068001,61.161331,61.161331
2020-02-20,60.796665,60.799999,57.329334,59.960667,59.960667
2020-02-21,60.465332,60.870667,58.696667,60.066666,60.066666
2020-02-24,55.933334,57.566666,54.813332,55.585999,55.585999
2020-02-25,56.599998,57.106667,52.466667,53.327332,53.327332
2020-02-26,52.166668,54.220669,51.740665,51.919998,51.919998
2020-02-27,48.666668,49.318001,44.599998,45.266666,45.266666
2020-02-28,41.98,46.034668,40.768002,44.532665,44.532665
2020-03-02,47.417332,49.579334,45.778,49.574669,49.574669
2020-03-03,53.666668,53.798668,47.740665,49.700668,49.700668
2020-03-04,50.930668,51.101334,48.315334,49.966667,49.966667
2020-03-05,48.251331,49.716667,47.871334,48.302666,48.302666
2020-03-06,46,47.133331,45.618,46.898666,46.898666
2020-03-09,40.359333,44.200001,40.333332,40.533333,40.533333
2020-03-10,43.962002,44.533333,40.533333,43.021999,43.021999
2020-03-11,42.68,43.571999,40.866669,42.282001,42.282001
2020-03-12,38.726002,39.633331,36.416668,37.369999,37.369999
2020-03-13,39.666668,40.504665,33.466667,36.441334,36.441334
2020-03-16,31.299999,32.991333,29.478001,29.671333,29.671333
2020-03-17,29.334,31.456667,26.4,28.68,28.68
2020-03-18,25.933332,26.990667,23.367332,24.081333,24.081333
2020-03-19,24.98,30.133333,23.897333,28.509333,28.509333
2020-03-20,29.213333,31.799999,28.386,28.502001,28.502001
2020-03-23,28.906668,29.466667,27.366667,28.952667,28.952667
2020-03-24,31.82,34.245998,31.6,33.666668,33.666668
2020-03-25,36.349998,37.133331,34.074001,35.950001,35.950001
2020-03-26,36.492668,37.333332,34.150002,35.210667,35.210667
2020-03-27,33.666668,35.053333,32.935333,34.290668,34.290668
2020-03-30,34.017334,34.443333,32.748669,33.475334,33.475334
2020-03-31,33.416668,36.197334,33.133331,34.933334,34.933334
2020-04-01,33.599998,34.263332,31.673332,32.104,32.104
2020-04-02,32.068668,32.950668,29.76,30.298,30.298
2020-04-03,33.966667,34.366001,31.226,32.000668,32.000668
2020-04-06,34.080002,34.733334,33.197334,34.416,34.416
2020-04-07,36.333332,37.666668,35.489334,36.363335,36.363335
2020-04-08,36.946667,37.147331,35.555332,36.589333,36.589333
2020-04-09,37.472668,38.345333,37.140667,38.200001,38.200001
2020-04-13,39.344002,43.466667,38.702,43.396667,43.396667
2020-04-14,46.598,49.458668,46.161999,47.326,47.326
2020-04-15,49.466667,50.208668,47.333332,48.655334,48.655334
2020-04-16,47.796001,50.630001,47.114666,49.680668,49.680668
2020-04-17,51.485332,51.663334,49.844002,50.259335,50.259335
2020-04-20,48.846668,51.037998,47.480667,49.757332,49.757332
2020-04-21,48.674667,50.222,44.919334,45.781334,45.781334
2020-04-22,46.931999,48.933334,45.914001,48.807335,48.807335
2020-04-23,48.506668,48.933334,46.875332,47.042,47.042
2020-04-24,47.387333,48.715332,46.545334,48.343334,48.343334
2020-04-27,49.174,53.299332,49,53.25,53.25
2020-04-28,53.042667,53.666668,50.445999,51.274666,51.274666
2020-04-29,52.678001,53.546665,52.210667,53.367332,53.367332
2020-04-30,57.012669,57.987999,50.900002,52.125332,52.125332
2020-05-01,50.333332,51.518002,45.535999,46.754665,46.754665
2020-05-04,46.733334,50.799999,46.533333,50.745998,50.745998
2020-05-05,52.652668,53.261333,50.812,51.214001,51.214001
2020-05-06,51.766666,52.653332,50.740665,52.172001,52.172001
2020-05-07,51.813999,53.093334,51.490002,52.002666,52.002666
2020-05-08,52.917999,54.933334,52.467335,54.627998,54.627998
2020-05-11,52.700668,54.933334,52.333332,54.085999,54.085999
2020-05-12,55.133331,56.219334,53.866669,53.960667,53.960667
2020-05-13,54.722,55.066666,50.886665,52.730667,52.730667
2020-05-14,52,53.557335,50.933334,53.555332,53.555332
2020-05-15,52.689999,53.669998,52.436668,53.278,53.278
2020-05-18,55.185333,55.647999,53.591999,54.242001,54.242001
2020-05-19,54.344666,54.804668,53.738667,53.867332,53.867332
2020-05-20,54.700001,55.066666,54.119999,54.370667,54.370667
2020-05-21,54.400002,55.5,53.066666,55.173332,55.173332
2020-05-22,54.811333,55.452,54.133331,54.458668,54.458668
2020-05-26,55.633331,55.639999,54.380669,54.591331,54.591331
2020-05-27,54.723999,55.180668,52.333332,54.681999,54.681999
2020-05-28,54.234001,54.983334,53.445999,53.720669,53.720669
2020-05-29,53.916668,55.666668,53.613998,55.666668,55.666668
2020-06-01,57.200001,59.933334,56.939999,59.873333,59.873333
2020-06-02,59.646667,60.577332,58.066666,58.770668,58.770668
2020-06-03,59.208,59.862667,58.673332,58.863998,58.863998
2020-06-04,59.325333,59.716667,57.229332,57.625332,57.625332
2020-06-05,58.522667,59.101334,57.746666,59.043999,59.043999
2020-06-08,61.266666,63.333332,60.610668,63.327999,63.327999
2020-06-09,62.667332,63.629333,61.595333,62.711334,62.711334
2020-06-10,66.125336,68.498665,65.5,68.33667,68.33667
2020-06-11,66.013336,67.930664,64.800003,64.856003,64.856003
2020-06-12,65.333336,65.865334,60.84,62.352001,62.352001
2020-06-15,61.186001,66.589333,60.566666,66.059998,66.059998
2020-06-16,67.456665,67.52533,64.159332,65.475334,65.475334
2020-06-17,65.847336,67,65.504669,66.119331,66.119331
2020-06-18,66.866669,67.946671,66.297997,66.930664,66.930664
2020-06-19,67.518669,67.731331,66.089333,66.726669,66.726669
2020-06-22,66.66333,67.258667,66.001335,66.288002,66.288002
2020-06-23,66.592003,67.466667,66.267334,66.785332,66.785332
2020-06-24,66.274002,66.725334,63.542667,64.056664,64.056664
2020-06-25,63.618,65.732002,62.476665,65.732002,65.732002
2020-06-26,66.318665,66.333336,63.658001,63.982666,63.982666
2020-06-29,64.60067,67.333336,63.234669,67.290001,67.290001
2020-06-30,67.099998,72.512665,66.915337,71.987335,71.987335
2020-07-01,72.199997,75.688667,72.033333,74.641998,74.641998
2020-07-02,81.431999,81.866669,79.040001,80.577332,80.577332
2020-07-06,85.112663,91.852669,84.402664,91.438667,91.438667
2020-07-07,93.667336,95.300003,89.113998,92.657333,92.657333
2020-07-08,93.666664,94.484001,87.422668,91.05867,91.05867
2020-07-09,93.132668,93.903999,90.085335,92.952003,92.952003
2020-07-10,93.066666,103.26133,91.734001,102.976669,102.976669
2020-07-13,110.599998,119.666,98.073997,99.804001,99.804001
2020-07-14,103.73333,106,95.400002,101.120003,101.120003
2020-07-15,102.866669,103.333336,97.133331,103.067329,103.067329
2020-07-16,98.477333,102.113998,97.73333,100.042664,100.042664
2020-07-17,100.896667,102.500664,99.333336,100.056,100.056
2020-07-20,101.267334,110,99.199997,109.533333,109.533333
2020-07-21,109.328667,111.666664,103.866669,104.557335,104.557335
2020-07-22,106.599998,108.428001,104.133331,106.155334,106.155334
2020-07-23,111.93,112.599998,98.718002,100.87133,100.87133
2020-07-24,94.400665,97.666664,91.102669,94.466667,94.466667
2020-07-27,95.666664,103.195999,94.199997,102.639999,102.639999
2020-07-28,100.26667,104.313332,98.29467,98.432671,98.432671
2020-07-29,100.066666,102.320663,99.133331,99.940666,99.940666
2020-07-30,99.199997,100.882668,98.066666,99.166,99.166
2020-07-31,101,101.136665,94.732002,95.384003,95.384003
2020-08-03,96.613335,100.653999,96.292,99,99
2020-08-04,99.667336,101.827332,97.466667,99.133331,99.133331
2020-08-05,99.532669,99.989334,97.887337,99.001335,99.001335
2020-08-06,99.388664,101.153999,98.484001,99.305336,99.305336
2020-08-07,99.96933,99.98333,94.334,96.847336,96.847336
2020-08-10,96.533333,97.166664,92.389336,94.571335,94.571335
2020-08-11,93.066666,94.666664,91,91.625999,91.625999
2020-08-12,98,105.666664,95.666664,103.650665,103.650665
2020-08-13,107.400002,110.078667,104.484001,108.066666,108.066666
2020-08-14,110.999336,111.253334,108.442665,110.047333,110.047333
2020-08-17,111.800003,123.057335,111.522003,122.375999,122.375999
2020-08-18,126.599335,128.259995,123.007332,125.806,125.806
2020-08-19,124.333336,127.400002,122.74733,125.235336,125.235336
2020-08-20,124.045334,134.799332,123.804001,133.455338,133.455338
2020-08-21,136.317337,139.699326,135.003326,136.665329,136.665329
2020-08-24,141.751999,141.933334,128.501328,134.279999,134.279999
2020-08-25,131.659332,135.196671,131.199997,134.889328,134.889328
2020-08-26,137.333328,144.399994,136.908661,143.544662,143.544662
2020-08-27,145.363998,153.039993,142.833328,149.25,149.25
2020-08-28,153.007996,154.565994,145.768005,147.559998,147.559998
2020-08-31,148.203339,166.713333,146.703339,166.106674,166.106674
2020-09-01,167.380005,167.496674,156.83667,158.350006,158.350006
2020-09-02,159.66333,159.679993,135.039993,149.123337,149.123337
2020-09-03,135.743332,143.933334,134,135.666672,135.666672
2020-09-04,134.270004,142.666672,124.006668,139.440002,139.440002
2020-09-08,118.666664,122.91333,109.959999,110.07,110.07
2020-09-09,118.866669,123,113.83667,122.09333,122.09333
2020-09-10,128.736664,132.996674,120.186668,123.779999,123.779999
2020-09-11,127.313332,127.5,120.166664,124.239998,124.239998
2020-09-14,126.98333,140,124.433334,139.873337,139.873337
2020-09-15,145.520004,153.979996,143.566666,149.919998,149.919998
2020-09-16,146.623337,152.596664,145.103333,147.253326,147.253326
2020-09-17,138.53334,145.929993,136,141.143326,141.143326
2020-09-18,149.313339,150.333328,142.933334,147.383331,147.383331
2020-09-21,151.043335,151.893326,135.690002,149.796661,149.796661
2020-09-22,143.199997,145.919998,139.199997,141.410004,141.410004
2020-09-23,135.053329,137.383331,125.293335,126.786667,126.786667
2020-09-24,121.26667,133.166672,117.099998,129.263336,129.263336
2020-09-25,131.156662,136.243332,130.433334,135.779999,135.779999
2020-09-28,141.539993,142.693329,138.516663,140.399994,140.399994
2020-09-29,138.666672,142.833328,137.199997,139.690002,139.690002
2020-09-30,140.440002,144.643326,140.156662,143.003326,143.003326
2020-10-01,146.919998,149.626663,144.806671,149.386673,149.386673
2020-10-02,140.463333,146.376663,138.333328,138.363327,138.363327
2020-10-05,141.116669,144.546661,139.776672,141.893326,141.893326
2020-10-06,141.263336,142.926666,135.350006,137.993332,137.993332
2020-10-07,139.956665,143.300003,137.949997,141.766663,141.766663
2020-10-08,146.146667,146.333328,141.766663,141.973328,141.973328
2020-10-09,143.376663,144.863327,142.153336,144.666672,144.666672
2020-10-12,147.333328,149.580002,146.193329,147.433334,147.433334
2020-10-13,147.78334,149.630005,145.53334,148.883331,148.883331
2020-10-14,149.926666,155.300003,149.116669,153.766663,153.766663
2020-10-15,150.103333,152.190002,147.5,149.626663,149.626663
2020-10-16,151.479996,151.983337,146.28334,146.556671,146.556671
2020-10-19,148.746674,149,142.956665,143.610001,143.610001
2020-10-20,143.916672,143.916672,139.683334,140.646667,140.646667
2020-10-21,140.899994,144.316666,140.416672,140.880005,140.880005
2020-10-22,147.306671,148.410004,141.503326,141.929993,141.929993
2020-10-23,140.613327,140.963333,135.793335,140.210007,140.210007
2020-10-26,137.210007,141.919998,136.666672,140.093338,140.093338
2020-10-27,141.253326,143.5,140.03334,141.559998,141.559998
2020-10-28,138.82666,139.53334,135.333328,135.339996,135.339996
2020-10-29,136.653336,139.353333,135.486664,136.943329,136.943329
2020-10-30,135.633331,135.863327,126.370003,129.346664,129.346664
2020-11-02,131.333328,135.660004,130.766663,133.503326,133.503326
2020-11-03,136.57666,142.589996,135.563339,141.300003,141.300003
2020-11-04,143.539993,145.133331,139.03334,140.32666,140.32666
2020-11-05,142.766663,146.666672,141.333328,146.029999,146.029999
2020-11-06,145.366669,145.523331,141.426666,143.316666,143.316666
2020-11-09,146.5,150.833328,140.333328,140.419998,140.419998
2020-11-10,140.029999,140.029999,132.009995,136.786667,136.786667
2020-11-11,138.816666,139.566666,136.860001,139.043335,139.043335
2020-11-12,138.350006,141,136.506668,137.253326,137.253326
2020-11-13,136.949997,137.509995,133.886673,136.166672,136.166672
2020-11-16,136.309998,137.483337,134.696671,136.029999,136.029999
2020-11-17,153.389999,154,144.33667,147.203339,147.203339
2020-11-18,149.449997,165.333328,147.833328,162.213333,162.213333
2020-11-19,164,169.536667,162.523331,166.42334,166.42334
2020-11-20,165.996674,167.5,163.020004,163.203339,163.203339
2020-11-23,167.833328,175.333328,167.263336,173.949997,173.949997
2020-11-24,180.133331,186.66333,175.399994,185.126663,185.126663
2020-11-25,183.353333,191.333328,181.789993,191.333328,191.333328
2020-11-27,193.720001,199.593338,192.816666,195.253326,195.253326
2020-11-30,200.736664,202.600006,184.83667,189.199997,189.199997
2020-12-01,199.196671,199.28334,190.683334,194.919998,194.919998
2020-12-02,185.479996,190.513336,180.403336,189.606674,189.606674
2020-12-03,196.67334,199.656662,194.143326,197.793335,197.793335
2020-12-04,197.003326,199.679993,195.166672,199.679993,199.679993
2020-12-07,201.639999,216.263336,201.016663,213.919998,213.919998
2020-12-08,208.503326,217.093338,206.166672,216.626663,216.626663
2020-12-09,217.896667,218.106674,196,201.493332,201.493332
2020-12-10,191.456665,209.25,188.779999,209.023331,209.023331
2020-12-11,205.003326,208,198.933334,203.330002,203.330002
2020-12-14,206.333328,214.25,203.399994,213.276672,213.276672
2020-12-15,214.426666,215.633331,207.933334,211.083328,211.083328
2020-12-16,209.410004,210.833328,201.666672,207.589996,207.589996
2020-12-17,209.396667,219.606674,206.5,218.633331,218.633331
2020-12-18,222.96666,231.666672,209.513336,231.666672,231.666672
2020-12-21,222.080002,222.833328,215.356674,216.619995,216.619995
2020-12-22,216,216.626663,204.743332,213.446671,213.446671
2020-12-23,210.733337,217.166672,207.523331,215.32666,215.32666
2020-12-24,214.330002,222.029999,213.666672,220.589996,220.589996
2020-12-28,224.83667,227.133331,220.266663,221.229996,221.229996
2020-12-29,220.333328,223.300003,218.333328,221.996674,221.996674
2020-12-30,224,232.199997,222.786667,231.593338,231.593338
2020-12-31,233.330002,239.573334,230.373337,235.223328,235.223328
2021-01-04,239.820007,248.16333,239.063339,243.256668,243.256668
2021-01-05,241.220001,246.946671,239.733337,245.036667,245.036667
2021-01-06,252.830002,258,249.699997,251.993332,251.993332
2021-01-07,259.209991,272.329987,258.399994,272.013336,272.013336
2021-01-08,285.333344,294.829987,279.463318,293.339996,293.339996
2021-01-11,283.133331,284.809998,267.873322,270.396667,270.396667
2021-01-12,277,289.333344,275.779999,283.146667,283.146667
2021-01-13,284.253326,286.823334,277.333344,284.803345,284.803345
2021-01-14,281.130005,287.666656,279.583344,281.666656,281.666656
2021-01-15,284,286.633331,273.033325,275.386658,275.386658
2021-01-19,279.266663,283.333344,277.666656,281.516663,281.516663
2021-01-20,286.246674,286.5,279.093323,283.483337,283.483337
2021-01-21,285,285.23999,280.473328,281.66333,281.66333
2021-01-22,278.103333,282.666656,276.206665,282.213318,282.213318
2021-01-25,285,300.133331,279.606659,293.600006,293.600006
2021-01-26,297.126678,298.633331,290.533325,294.363342,294.363342
2021-01-27,290.116669,297.166656,286.220001,288.053345,288.053345
2021-01-28,273.333344,282.666656,267,278.476654,278.476654
2021-01-29,276.666656,280.803345,260.033325,264.51001,264.51001
2021-02-01,271.429993,280.666656,265.186676,279.936676,279.936676
2021-02-02,281.559998,293.5,280.733337,290.929993,290.929993
2021-02-03,292.339996,292.693329,284.353333,284.896667,284.896667
2021-02-04,285,285.5,277.806671,283.329987,283.329987
2021-02-05,281.666656,288.256653,279.656677,284.07666,284.07666
2021-02-08,289.890015,292.589996,284.916656,287.806671,287.806671
2021-02-09,285.040009,286.600006,280.583344,283.15332,283.15332
2021-02-10,281.213318,281.606659,266.67334,268.273346,268.273346
2021-02-11,270.813324,276.626678,267.243347,270.553345,270.553345
2021-02-12,267.08667,272.443329,261.776672,272.040009,272.040009
2021-02-16,272.666656,273.666656,264.146667,265.406677,265.406677
2021-02-17,259.696655,266.613342,254.003326,266.049988,266.049988
2021-02-18,260.299988,264.896667,258.756653,262.459991,262.459991
2021-02-19,265,265.59668,259.123322,260.433319,260.433319
2021-02-22,254.213333,256.166656,236.733337,238.166672,238.166672
2021-02-23,220.710007,237.869995,206.333328,232.946671,232.946671
2021-02-24,237.28334,248.333328,231.389999,247.339996,247.339996
2021-02-25,242.050003,245.736664,223.526672,227.406662,227.406662
2021-02-26,233.333328,235.566666,219.83667,225.166672,225.166672
2021-03-01,230.036667,239.666672,228.350006,239.476669,239.476669
2021-03-02,239.426666,240.369995,228.333328,228.813339,228.813339
2021-03-03,229.330002,233.566666,217.236664,217.733337,217.733337
2021-03-04,218.600006,222.816666,200,207.146667,207.146667
2021-03-05,208.686661,209.279999,179.830002,199.316666,199.316666
2021-03-08,200.183334,206.710007,186.263336,187.666672,187.666672
2021-03-09,202.726669,226.029999,198.403336,224.526672,224.526672
2021-03-10,233.433334,239.28334,218.353333,222.686661,222.686661
2021-03-11,233.133331,234.166672,225.726669,233.199997,233.199997
2021-03-12,223.333328,231.626663,222.046661,231.243332,231.243332
2021-03-15,231.363327,237.726669,228.013336,235.979996,235.979996
2021-03-16,234.449997,235.973328,223.666672,225.626663,225.626663
2021-03-17,218.956665,234.57666,217.003326,233.936661,233.936661
2021-03-18,228.096664,229.743332,217.333328,217.720001,217.720001
2021-03-19,215.53334,219.07666,208.206665,218.289993,218.289993
2021-03-22,228.196671,233.206665,222.916672,223.333328,223.333328
2021-03-23,225.256668,225.933334,219.169998,220.720001,220.720001
2021-03-24,222.636673,222.67334,210.036667,210.089996,210.089996
2021-03-25,204.333328,215.166672,203.166672,213.463333,213.463333
2021-03-26,213.956665,214.606674,199.963333,206.236664,206.236664
2021-03-29,205.213333,205.493332,198.67334,203.763336,203.763336
2021-03-30,200.583328,212.553329,197.003326,211.873337,211.873337
2021-03-31,215.539993,224,213.703339,222.643326,222.643326
2021-04-01,229.456665,230.806671,219.806671,220.583328,220.583328
2021-04-05,235.903336,236.053329,228.233337,230.350006,230.350006
2021-04-06,230.100006,232.183334,227.123337,230.539993,230.539993
2021-04-07,229,230.460007,222.613327,223.656662,223.656662
2021-04-08,225.793335,229.850006,223.883331,227.933334,227.933334
2021-04-09,225.92334,226.990005,223.143326,225.67334,225.67334
2021-04-12,228.566666,234.933334,227.363327,233.993332,233.993332
2021-04-13,237.566666,254.333328,236.886673,254.106674,254.106674
2021-04-14,256.899994,260.263336,242.676666,244.07666,244.07666
2021-04-15,247.699997,247.896667,240.436661,246.28334,246.28334
2021-04-16,242.883331,249.803329,241.53334,246.593338,246.593338
2021-04-19,239.866669,241.800003,230.600006,238.210007,238.210007
2021-04-20,239.139999,245.75,236.896667,239.66333,239.66333
2021-04-21,234.92334,248.279999,232.666672,248.039993,248.039993
2021-04-22,247.166672,251.256668,239.346664,239.896667,239.896667
2021-04-23,239.933334,245.786667,238.486664,243.133331,243.133331
2021-04-26,247,249.766663,244.203339,246.066666,246.066666
2021-04-27,239.320007,241.333328,234.449997,234.91333,234.91333
2021-04-28,232.136673,236.166672,231.199997,231.46666,231.46666
2021-04-29,233.169998,234.083328,222.833328,225.666672,225.666672
2021-04-30,222.529999,238.490005,222.046661,236.479996,236.479996
2021-05-03,234.600006,235.333328,226.833328,228.300003,228.300003
2021-05-04,226.313339,227.816666,219.233337,224.53334,224.53334
2021-05-05,227.020004,228.433334,222.446671,223.646667,223.646667
2021-05-06,226.919998,227.006668,216.666672,221.179993,221.179993
2021-05-07,221.933334,230,220.073334,224.123337,224.123337
2021-05-10,221.633331,221.683334,209.203339,209.679993,209.679993
2021-05-11,199.746674,209.03334,198.53334,205.733337,205.733337
2021-05-12,200.830002,206.803329,195.589996,196.630005,196.630005
2021-05-13,200.513336,202.153336,186.550003,190.563339,190.563339
2021-05-14,194.470001,197.623337,190.153336,196.580002,196.580002
2021-05-17,191.850006,196.57666,187.066666,192.276672,192.276672
2021-05-18,189.333328,198.75,187.793335,192.623337,192.623337
2021-05-19,184.183334,188.736664,182.32666,187.820007,187.820007
2021-05-20,191.666672,196.28334,190.356674,195.593338,195.593338
2021-05-21,198.703339,198.893326,193.333328,193.626663,193.626663
2021-05-24,193.866669,204.82666,191.21666,202.146667,202.146667
2021-05-25,202.436661,204.66333,198.570007,201.563339,201.563339
2021-05-26,202.520004,208.723328,200.5,206.376663,206.376663
2021-05-27,206.746674,210.376663,205.403336,210.28334,210.28334
2021-05-28,209.5,211.863327,207.460007,208.406662,208.406662
2021-06-01,209.266663,211.266663,206.850006,207.96666,207.96666
2021-06-02,206.710007,207.786667,199.713333,201.706665,201.706665
2021-06-03,200.600006,201.516663,190.406662,190.946671,190.946671
2021-06-04,193.236664,200.203339,192.399994,199.683334,199.683334
2021-06-07,197.276672,203.333328,194.293335,201.710007,201.710007
2021-06-08,207.669998,207.696671,198.5,201.196671,201.196671
2021-06-09,200.723328,203.929993,199.210007,199.593338,199.593338
2021-06-10,201.293335,205.529999,200.166672,203.373337,203.373337
2021-06-11,203.410004,204.186661,200.506668,203.296661,203.296661
2021-06-14,204.07666,208.496674,203.059998,205.896667,205.896667
2021-06-15,205.563339,205.596664,199.410004,199.786667,199.786667
2021-06-16,199.179993,202.833328,197.833328,201.623337,201.623337
2021-06-17,200.630005,207.156662,200.446671,205.53334,205.53334
2021-06-18,204.456665,209.449997,203.933334,207.770004,207.770004
2021-06-21,208.160004,210.463333,202.960007,206.943329,206.943329
2021-06-22,206.083328,209.523331,205.166672,207.903336,207.903336
2021-06-23,210.666672,219.066666,210.013336,218.856674,218.856674
2021-06-24,224.996674,232.539993,222.536667,226.606674,226.606674
2021-06-25,229.860001,231.270004,222.899994,223.956665,223.956665
2021-06-28,223.880005,231.566666,223.440002,229.573334,229.573334
2021-06-29,228.21666,229.169998,225.296661,226.919998,226.919998
2021-06-30,226.589996,230.936661,226.046661,226.566666,226.566666
2021-07-01,227.973328,229.330002,224.266663,225.973328,225.973328
2021-07-02,226.32666,233.333328,224.419998,226.300003,226.300003
2021-07-06,227.236664,228,217.133331,219.860001,219.860001
